30,42,1
6,31,1
22,32,1
15,33,1
13,34,1
19,35,1
28,36,1
37,39,1
38,48,1
25,40,1
10,41,1
2,43,1
44,47,1
27,45,1
12,46,1
23,49,1
20,50,1
1,24,1
3,5,1
4,14,1
7,17,1
8,21,1
9,18,1
11,16,1
26,29,1
8,39,2
9,47,2
10,15,2
11,35,2
12,16,2
13,38,2
14,30,2
3,17,2
18,34,2
19,32,2
20,23,2
2,21,2
22,49,2
5,24,2
25,36,2
26,29,2
1,27,2
28,41,2
31,37,2
33,50,2
40,46,2
42,45,2
6,43,2
7,44,2
4,48,2
3,26,3
4,7,3
5,13,3
6,50,3
8,14,3
9,12,3
10,32,3
11,35,3
15,48,3
16,47,3
17,18,3
19,45,3
20,43,3
21,38,3
22,27,3
23,42,3
24,39,3
25,30,3
28,33,3
29,49,3
31,46,3
34,40,3
36,41,3
37,44,3
1,2,3
12,16,4
11,13,4
6,14,4
15,43,4
10,17,4
18,46,4
19,44,4
4,20,4
21,37,4
22,41,4
23,33,4
24,28,4
8,25,4
26,31,4
27,48,4
29,50,4
30,42,4
32,38,4
34,35,4
36,39,4
3,40,4
45,47,4
7,49,4
1,2,4
5,9,4
35,36,5
8,37,5
34,38,5
26,39,5
33,40,5
13,41,5
14,42,5
11,43,5
16,44,5
31,45,5
25,46,5
30,47,5
4,48,5
15,49,5
27,50,5
1,10,5
2,3,5
5,9,5
6,22,5
7,12,5
17,24,5
18,20,5
19,32,5
21,29,5
23,28,5
36,48,6
10,37,6
34,38,6
4,39,6
17,40,6
8,41,6
26,42,6
33,43,6
23,44,6
16,45,6
27,46,6
32,47,6
49,50,6
1,31,6
2,35,6
3,7,6
5,20,6
6,19,6
9,12,6
11,24,6
13,25,6
14,15,6
18,29,6
21,30,6
22,28,6
12,13,7
14,32,7
15,43,7
16,20,7
17,40,7
18,19,7
5,21,7
9,22,7
23,34,7
24,27,7
25,48,7
26,33,7
28,45,7
4,29,7
8,30,7
6,31,7
2,35,7
36,46,7
37,38,7
39,50,7
41,42,7
1,44,7
3,47,7
10,49,7
7,11,7
23,27,8
28,33,8
29,47,8
30,43,8
31,35,8
4,32,8
12,34,8
11,36,8
14,37,8
22,38,8
19,39,8
17,40,8
2,41,8
1,42,8
7,44,8
10,45,8
46,48,8
25,49,8
8,50,8
3,6,8
5,26,8
9,13,8
15,16,8
18,21,8
20,24,8
2,24,9
25,44,9
26,49,9
27,43,9
17,28,9
29,31,9
21,30,9
32,35,9
7,33,9
34,48,9
6,36,9
37,50,9
23,38,9
16,39,9
4,40,9
22,41,9
19,42,9
1,45,9
46,47,9
3,9,9
5,13,9
8,14,9
10,20,9
11,18,9
12,15,9
9,10,10
11,16,10
12,27,10
13,43,10
7,14,10
15,21,10
17,40,10
18,33,10
19,29,10
1,20,10
22,44,10
23,28,10
24,37,10
25,36,10
26,48,10
30,49,10
5,31,10
32,41,10
34,35,10
38,47,10
39,45,10
4,42,10
6,46,10
2,50,10
3,8,10
31,42,11
32,39,11
25,33,11
23,34,11
16,35,11
8,36,11
3,37,11
10,38,11
24,40,11
13,41,11
