16,78,1
49,79,1
22,80,1
81,93,1
9,82,1
83,85,1
63,84,1
54,86,1
45,87,1
12,88,1
27,89,1
67,90,1
70,91,1
5,92,1
2,94,1
71,95,1
74,96,1
72,97,1
62,98,1
65,99,1
47,100,1
1,48,1
3,55,1
4,24,1
6,34,1
7,59,1
8,58,1
10,41,1
11,61,1
13,18,1
14,42,1
15,73,1
17,64,1
19,33,1
20,52,1
21,28,1
23,37,1
25,57,1
26,69,1
29,43,1
30,39,1
31,75,1
32,77,1
35,66,1
36,44,1
38,60,1
40,56,1
46,51,1
50,53,1
68,76,1
37,76,2
38,60,2
15,39,2
40,90,2
41,46,2
42,63,2
43,74,2
13,44,2
45,59,2
47,91,2
23,48,2
28,49,2
50,58,2
1,51,2
52,61,2
53,92,2
54,70,2
35,55,2
56,84,2
24,57,2
25,62,2
64,81,2
65,97,2
18,66,2
21,67,2
5,68,2
3,69,2
34,71,2
14,72,2
16,73,2
22,75,2
27,77,2
78,87,2
31,79,2
4,80,2
32,82,2
36,83,2
85,88,2
30,86,2
11,89,2
9,93,2
26,94,2
20,95,2
12,96,2
33,98,2
99,100,2
2,10,2
6,17,2
7,29,2
8,19,2
93,96,3
5,94,3
7,95,3
37,97,3
81,98,3
73,99,3
12,100,3
1,26,3
2,4,3
3,91,3
6,31,3
8,59,3
9,10,3
11,58,3
13,72,3
14,68,3
15,17,3
16,65,3
18,77,3
19,69,3
20,32,3
21,54,3
22,27,3
23,78,3
24,35,3
25,82,3
28,30,3
29,43,3
33,40,3
34,52,3
36,53,3
38,41,3
39,75,3
42,62,3
44,87,3
45,48,3
46,61,3
47,49,3
50,67,3
51,64,3
55,88,3
56,76,3
57,74,3
60,63,3
66,70,3
71,84,3
79,83,3
80,86,3
85,89,3
90,92,3
85,93,4
67,94,4
59,95,4
20,96,4
27,97,4
23,98,4
88,99,4
22,100,4
1,16,4
2,6,4
3,76,4
4,79,4
5,11,4
7,36,4
8,15,4
9,58,4
10,40,4
12,21,4
13,69,4
14,48,4
17,73,4
18,33,4
19,74,4
24,37,4
25,29,4
26,87,4
28,47,4
30,77,4
31,50,4
32,63,4
34,43,4
35,46,4
38,44,4
39,52,4
41,42,4
45,70,4
49,57,4
51,68,4
53,90,4
54,84,4
55,56,4
60,64,4
61,86,4
62,78,4
65,75,4
66,92,4
71,81,4
72,83,4
80,91,4
82,89,4
18,51,5
6,19,5
20,26,5
15,21,5
22,98,5
23,86,5
24,28,5
25,45,5
27,49,5
29,60,5
30,54,5
31,95,5
32,36,5
33,84,5
34,76,5
35,47,5
37,71,5
38,39,5
1,40,5
41,58,5
42,85,5
43,56,5
44,83,5
14,46,5
48,65,5
50,77,5
52,82,5
53,100,5
13,55,5
57,66,5
59,80,5
61,63,5
8,62,5
64,78,5
16,67,5
68,87,5
69,93,5
70,81,5
4,72,5
17,73,5
74,90,5
3,75,5
79,88,5
5,89,5
2,91,5
92,94,5
12,96,5
11,97,5
7,99,5
9,10,5
28,30,6
16,29,6
31,48,6
10,32,6
33,49,6
34,65,6
8,35,6
36,79,6
1,37,6
6,38,6
3,39,6
40,92,6
21,41,6
42,89,6
19,43,6
44,84,6
18,45,6
46,68,6
47,61,6
50,91,6
51,57,6
52,90,6
53,99,6
54,80,6
12,55,6
56,63,6
58,66,6
59,94,6
60,72,6
62,86,6
64,75,6
67,71,6
69,77,6
70,96,6
11,73,6
2,74,6
76,85,6
7,78,6
25,81,6
13,82,6
23,83,6
87,97,6
88,100,6
4,93,6
20,95,6
22,98,6
5,26,6
9,14,6
15,27,6
17,24,6
63,66,7
7,67,7
1,68,7
56,69,7
59,70,7
35,71,7
72,79,7
34,73,7
13,74,7
12,75,7
9,76,7
29,77,7
57,78,7
52,80,7
26,81,7
10,82,7
83,86,7
40,84,7
18,85,7
51,87,7
17,88,7
37,89,7
58,90,7
4,91,7
45,92,7
21,93,7
61,94,7
38,95,7
44,96,7
32,97,7
23,98,7
36,99,7
16,100,7
2,43,7
3,14,7
5,39,7
6,31,7
8,53,7
11,49,7
15,47,7
19,64,7
20,50,7
22,25,7
24,27,7
28,42,7
30,41,7
33,54,7
46,62,7
48,55,7
60,65,7
53,55,8
18,54,8
56,93,8
16,57,8
12,58,8
50,59,8
9,60,8
36,61,8
23,62,8
63,92,8
