7,9,1
8,10,1
11,12,1
13,14,1
15,16,1
17,18,1
19,21,1
20,22,1
23,25,1
24,26,1
27,29,1
28,30,1
31,33,1
32,34,1
35,36,1
37,38,1
39,41,1
40,42,1
43,45,1
44,46,1
47,49,1
48,50,1
1,2,1
3,4,1
5,6,1
9,10,2
11,13,2
12,14,2
15,16,2
17,19,2
18,20,2
21,23,2
22,24,2
25,26,2
27,29,2
28,30,2
31,33,2
32,34,2
35,36,2
37,39,2
38,40,2
41,43,2
42,44,2
45,46,2
47,48,2
49,50,2
1,3,2
2,4,2
5,6,2
7,8,2
22,23,3
24,26,3
25,27,3
28,30,3
29,31,3
32,33,3
34,35,3
36,37,3
38,40,3
39,41,3
42,44,3
43,45,3
46,48,3
47,49,3
2,50,3
1,3,3
4,6,3
5,7,3
8,10,3
9,11,3
12,14,3
13,15,3
16,17,3
18,20,3
19,21,3
41,42,4
43,45,4
44,46,4
47,49,4
48,50,4
1,2,4
3,4,4
5,6,4
7,8,4
9,11,4
10,12,4
13,14,4
15,16,4
17,18,4
19,20,4
21,22,4
23,25,4
24,26,4
27,28,4
29,31,4
30,32,4
33,34,4
35,37,4
36,38,4
39,40,4
10,12,5
11,13,5
14,16,5
15,17,5
18,19,5
20,22,5
21,23,5
24,26,5
25,27,5
28,29,5
30,32,5
31,33,5
34,36,5
35,37,5
38,39,5
40,42,5
41,43,5
44,45,5
46,48,5
47,49,5
2,50,5
1,3,5
4,6,5
5,7,5
8,9,5
8,10,6
11,13,6
12,14,6
15,17,6
16,18,6
19,20,6
21,22,6
23,24,6
25,26,6
27,28,6
29,30,6
31,33,6
32,34,6
35,37,6
36,38,6
39,41,6
40,42,6
43,44,6
45,46,6
47,49,6
48,50,6
1,2,6
3,5,6
4,6,6
7,9,6
8,10,7
9,11,7
12,14,7
13,15,7
16,17,7
18,19,7
20,22,7
21,23,7
24,25,7
26,27,7
28,30,7
29,31,7
32,33,7
34,35,7
36,37,7
38,40,7
39,41,7
42,43,7
44,45,7
46,47,7
48,50,7
1,49,7
2,4,7
3,5,7
6,7,7
47,48,8
1,49,8
2,50,8
3,4,8
5,6,8
7,9,8
8,10,8
11,13,8
12,14,8
15,17,8
16,18,8
19,21,8
20,22,8
23,24,8
25,26,8
27,28,8
29,30,8
31,33,8
32,34,8
35,37,8
36,38,8
39,40,8
41,43,8
42,44,8
45,46,8
27,29,9
30,32,9
31,33,9
34,36,9
35,37,9
38,40,9
39,41,9
42,44,9
43,45,9
46,48,9
47,49,9
2,50,9
1,3,9
4,5,9
6,7,9
8,9,9
10,12,9
11,13,9
14,16,9
15,17,9
18,20,9
19,21,9
22,24,9
23,25,9
26,28,9
21,22,10
23,24,10
25,26,10
27,28,10
29,30,10
31,33,10
32,34,10
35,36,10
37,38,10
39,40,10
41,42,10
43,45,10
44,46,10
47,48,10
49,50,10
1,3,10
2,4,10
5,6,10
7,8,10
9,10,10
11,12,10
13,15,10
14,16,10
17,19,10
18,20,10
15,16,11
17,19,11
18,20,11
21,23,11
22,24,11
25,26,11
27,28,11
29,30,11
31,32,11
33,35,11
34,36,11
37,39,11
38,40,11
41,42,11
43,44,11
45,46,11
47,49,11
48,50,11
1,3,11
2,4,11
5,6,11
7,8,11
9,11,11
10,12,11
13,14,11
45,46,12
47,49,12
48,50,12
1,2,12
3,5,12
4,6,12
7,8,12
9,10,12
11,12,12
13,15,12
14,16,12
17,18,12
19,20,12
21,23,12
22,24,12
25,26,12
27,29,12
28,30,12
31,33,12
32,34,12
35,37,12
36,38,12
39,41,12
40,42,12
43,44,12
1,3,13
2,50,13
4,6,13
5,7,13
8,9,13
10,12,13
11,13,13
14,16,13
15,17,13
18,19,13
20,22,13
21,23,13
24,25,13
26,27,13
28,30,13
29,31,13
32,33,13
34,35,13
36,38,13
37,39,13
40,42,13
41,43,13
44,46,13
45,47,13
48,49,13
19,20,14
21,22,14
23,25,14
24,26,14
27,29,14
28,30,14
31,33,14
32,34,14
35,36,14
37,39,14
38,40,14
41,43,14
42,44,14
45,46,14
47,49,14
48,50,14
1,3,14
2,4,14
5,7,14
6,8,14
9,11,14
10,12,14
13,15,14
14,16,14
17,18,14
39,40,15
41,42,15
43,45,15
44,46,15
47,48,15
1,49,15
2,50,15
3,5,15
4,6,15
7,9,15
8,10,15
11,13,15
12,14,15
15,16,15
17,18,15
19,20,15
21,22,15
23,24,15
25,27,15
26,28,15
29,31,15
30,32,15
33,35,15
34,36,15
37,38,15
40,41,16
42,44,16
43,45,16
46,48,16
47,49,16
1,50,16
2,4,16
3,5,16
6,8,16
7,9,16
10,12,16
11,13,16
14,15,16
16,17,16
18,20,16
19,21,16
22,23,16
24,26,16
25,27,16
28,29,16
30,32,16
31,33,16
34,36,16
35,37,16
38,39,16
39,40,17
41,42,17
43,44,17
45,47,17
46,48,17
1,49,17
2,50,17
3,4,17
5,6,17
7,8,17
9,10,17
11,13,17
12,14,17
15,17,17
16,18,17
19,21,17
20,22,17
23,24,17
25,27,17
26,28,17
29,31,17
30,32,17
33,35,17
34,36,17
37,38,17
30,32,18
31,33,18
34,36,18
35,37,18
38,40,18
39,41,18
42,44,18
43,45,18
46,47,18
48,49,18
1,50,18
2,3,18
4,6,18
5,7,18
8,9,18
10,12,18
11,13,18
14,15,18
16,17,18
18,20,18
19,21,18
22,23,18
24,26,18
25,27,18
28,29,18
40,41,19
42,43,19
44,46,19
45,47,19
48,49,19
2,50,19
1,3,19
4,5,19
6,7,19
8,9,19
10,12,19
11,13,19
14,15,19
16,17,19
18,19,19
20,22,19
21,23,19
24,25,19
26,27,19
28,29,19
30,32,19
31,33,19
34,36,19
35,37,19
38,39,19
30,32,20
33,34,20
35,36,20
37,38,20
39,40,20
41,42,20
43,45,20
44,46,20
47,48,20
1,49,20
2,50,20
3,4,20
5,7,20
6,8,20
9,10,20
11,13,20
12,14,20
15,16,20
17,19,20
18,20,20
21,22,20
23,24,20
25,27,20
26,28,20
29,31,20
41,42,21
43,44,21
45,46,21
47,48,21
49,50,21
1,2,21
3,5,21
4,6,21
7,9,21
8,10,21
11,12,21
13,15,21
14,16,21
17,19,21
18,20,21
21,22,21
23,25,21
24,26,21
27,28,21
29,30,21
31,32,21
33,34,21
35,37,21
36,38,21
39,40,21
9,11,22
8,10,22
12,13,22
14,16,22
15,17,22
18,20,22
19,21,22
22,24,22
23,25,22
26,28,22
27,29,22
30,31,22
32,34,22
33,35,22
36,38,22
37,39,22
40,41,22
42,43,22
44,46,22
45,47,22
48,50,22
1,49,22
2,4,22
3,5,22
6,7,22
28,29,23
30,32,23
31,33,23
34,36,23
35,37,23
38,40,23
39,41,23
42,44,23
43,45,23
46,48,23
47,49,23
2,50,23
1,3,23
4,5,23
6,8,23
7,9,23
10,11,23
12,13,23
14,16,23
15,17,23
18,20,23
19,21,23
22,24,23
23,25,23
26,27,23
21,22,24
23,24,24
25,26,24
27,28,24
29,30,24
31,32,24
33,35,24
34,36,24
37,38,24
39,41,24
40,42,24
43,44,24
45,46,24
47,48,24
1,49,24
2,50,24
3,5,24
4,6,24
7,9,24
8,10,24
11,13,24
12,14,24
15,16,24
17,19,24
18,20,24
41,43,25
44,46,25
45,47,25
48,49,25
2,50,25
1,3,25
4,5,25
6,7,25
8,10,25
9,11,25
12,14,25
13,15,25
16,17,25
18,19,25
20,21,25
22,24,25
23,25,25
26,28,25
27,29,25
30,31,25
32,33,25
34,36,25
35,37,25
38,39,25
40,42,25
35,36,26
37,38,26
39,40,26
41,43,26
42,44,26
45,46,26
47,48,26
1,49,26
2,50,26
3,5,26
4,6,26
7,8,26
9,11,26
10,12,26
13,15,26
14,16,26
17,18,26
19,20,26
21,22,26
23,25,26
24,26,26
27,28,26
29,30,26
31,33,26
32,34,26
24,25,27
26,28,27
27,29,27
30,31,27
32,34,27
33,35,27
36,37,27
38,40,27
39,41,27
42,44,27
43,45,27
46,48,27
47,49,27
1,50,27
