1,2,1
3,5,1
4,6,1
7,9,1
8,10,1
11,13,1
12,14,1
15,17,1
16,18,1
19,20,1
17,18,2
19,20,2
1,3,2
2,4,2
5,6,2
7,8,2
9,10,2
11,12,2
13,15,2
14,16,2
12,14,3
13,15,3
16,17,3
18,20,3
1,19,3
2,3,3
4,5,3
6,7,3
8,10,3
9,11,3
18,20,4
1,2,4
3,4,4
5,6,4
7,9,4
8,10,4
11,12,4
13,15,4
14,16,4
17,19,4
1,2,5
3,4,5
5,6,5
7,9,5
8,10,5
11,13,5
12,14,5
15,17,5
16,18,5
19,20,5
1,20,6
2,3,6
4,5,6
6,8,6
7,9,6
10,12,6
11,13,6
14,16,6
15,17,6
18,19,6
13,14,7
15,17,7
16,18,7
1,19,7
2,20,7
3,5,7
4,6,7
7,9,7
8,10,7
11,12,7
1,2,8
3,4,8
5,6,8
7,9,8
8,10,8
11,13,8
12,14,8
15,17,8
16,18,8
19,20,8
16,17,9
18,20,9
1,19,9
2,3,9
4,5,9
6,8,9
7,9,9
10,11,9
12,14,9
13,15,9
6,8,10
7,9,10
10,11,10
12,14,10
13,15,10
16,17,10
18,19,10
2,20,10
1,3,10
4,5,10
2,20,11
1,19,11
3,4,11
5,6,11
7,8,11
9,10,11
11,13,11
12,14,11
15,17,11
16,18,11
11,12,12
13,14,12
15,17,12
16,18,12
19,20,12
1,2,12
3,5,12
4,6,12
7,9,12
8,10,12
2,3,13
4,6,13
5,7,13
8,9,13
10,12,13
11,13,13
14,15,13
16,17,13
18,19,13
1,20,13
1,19,14
2,3,14
4,5,14
6,8,14
7,9,14
10,12,14
11,13,14
14,15,14
16,17,14
18,20,14
8,9,15
10,12,15
11,13,15
14,15,15
16,17,15
18,19,15
1,20,15
2,3,15
4,5,15
6,7,15
4,6,16
5,7,16
8,10,16
9,11,16
12,13,16
14,15,16
16,17,16
18,19,16
2,20,16
1,3,16
15,16,17
17,18,17
1,19,17
2,20,17
3,5,17
4,6,17
7,8,17
9,10,17
11,12,17
13,14,17
16,17,18
18,20,18
1,19,18
2,3,18
4,6,18
5,7,18
8,10,18
9,11,18
12,13,18
14,15,18
11,13,19
12,14,19
15,17,19
16,18,19
19,20,19
1,3,19
2,4,19
5,7,19
6,8,19
9,10,19
15,16,20
17,18,20
1,19,20
2,20,20
3,4,20
5,7,20
6,8,20
9,11,20
10,12,20
13,14,20
7,9,21
10,11,21
12,13,21
14,16,21
15,17,21
18,20,21
1,19,21
2,4,21
3,5,21
6,8,21
4,6,22
3,5,22
7,9,22
8,10,22
11,12,22
13,15,22
14,16,22
17,18,22
19,20,22
1,2,22
6,8,23
5,7,23
9,10,23
11,13,23
12,14,23
15,17,23
16,18,23
19,20,23
1,3,23
2,4,23
5,6,24
7,8,24
9,11,24
10,12,24
13,15,24
14,16,24
17,18,24
19,20,24
1,2,24
3,4,24
6,7,25
8,9,25
10,11,25
12,14,25
13,15,25
16,18,25
17,19,25
2,20,25
1,3,25
4,5,25
19,20,26
1,2,26
3,4,26
5,6,26
7,8,26
9,10,26
11,12,26
13,14,26
15,17,26
16,18,26
12,13,27
14,15,27
16,17,27
18,19,27
2,20,27
1,3,27
4,5,27
6,8,27
7,9,27
10,11,27
6,7,28
8,9,28
10,11,28
12,14,28
13,15,28
16,17,28
18,19,28
1,20,28
2,4,28
3,5,28
10,12,29
11,13,29
14,15,29
16,17,29
18,19,29
2,20,29
1,3,29
4,5,29
6,8,29
7,9,29
10,11,30
12,14,30
13,15,30
16,17,30
18,19,30
2,20,30
1,3,30
4,5,30
6,8,30
7,9,30
7,8,31
9,10,31
11,12,31
13,15,31
14,16,31
17,19,31
18,20,31
1,3,31
2,4,31
5,6,31
10,12,32
11,13,32
14,16,32
15,17,32
18,20,32
1,19,32
2,3,32
4,6,32
5,7,32
8,9,32
8,10,33
9,11,33
12,13,33
14,15,33
16,18,33
17,19,33
1,20,33
2,4,33
3,5,33
6,7,33
11,13,34
12,14,34
15,16,34
17,18,34
1,19,34
2,20,34
3,4,34
5,6,34
7,9,34
8,10,34
11,13,35
14,16,35
15,17,35
18,20,35
1,19,35
2,4,35
3,5,35
6,7,35
8,9,35
10,12,35
8,9,36
10,12,36
11,13,36
14,15,36
16,18,36
17,19,36
2,20,36
1,3,36
4,5,36
6,7,36
4,6,37
5,7,37
8,9,37
10,11,37
12,14,37
13,15,37
16,18,37
17,19,37
1,20,37
2,3,37
15,17,38
16,18,38
1,19,38
2,20,38
3,5,38
4,6,38
7,8,38
9,11,38
10,12,38
13,14,38
8,9,39
10,12,39
11,13,39
14,16,39
15,17,39
18,20,39
1,19,39
2,4,39
3,5,39
6,7,39
5,6,40
7,9,40
8,10,40
11,13,40
12,14,40
15,16,40
17,18,40
1,19,40
2,20,40
3,4,40
